token,aap,frequency
related,0.04959245,92
huber,0.024323054,92
korean,2.937764e-05,92
ruddy,0.03261162,92
inreden,0.025263704,92
geschrokt,0.017075505,92
tuinaarde,0.01662105,92
yucca,0.06579177,92
tuschinski,0.12858282,92
sukkelige,-0.074940026,92
privé-eigendom,0.028114587,92
margies,0.041411623,92
havenkom,0.06707257,92
más,0.053347956,92
tweevoudig,-0.015491836,92
uitkotsen,-0.053539254,92
overwinningskreet,-0.024736434,92
tihrin,0.008148372,92
lievelingsplekjes,0.1119723,92
voortgaat,-0.041156724,92
vernietigingskamp,-0.0704308,92
koffieplantage,0.08659794,92
binnenbaai,0.11863136,92
muslim,0.015153721,92
knopf,0.034150653,92
ijscokar,0.05143136,92
erlendurs,-0.054331508,92
visch,-0.015969828,92
tzatziki,0.075717926,92
banshee,-0.018205933,92
bosbodem,0.039469212,92
bosbessenmuffin,0.06580942,92
clipje,0.009081085,92
a.j.’s,0.07892225,92
x-chromosoom,0.017364271,92
brazil,0.053918127,92
haar-,0.12271022,92
stofvlokken,-0.045648165,92
dl,0.062554464,92
tussenkomt,0.031894673,92
treviso,0.096352264,92
scream,-0.008936703,92
omhoogkropen,0.00046274066,92
wintervakantie,0.09207777,92
vervolgafspraak,-0.019552348,92
hoofdtrap,0.030711226,92
stent,-0.008402495,92
badhuizen,0.080301054,92
dezelve,0.055132583,92
frontlijn,-0.045059767,92
faure,-0.020134013,92
punjab,0.07477834,92
ontslagpremie,0.036332607,92
aanspant,-0.07452118,92
groenachtige,0.09675281,92
stee,0.08743577,92
onaanraakbare,0.041959554,92
hazewindhond,0.0013356209,92
gevast,0.019609474,92
deltaland,-0.038796283,92
rijkeluisdochter,-0.0071959943,92
wapenmeester,-0.0045398492,92
hitsigheid,0.012438208,92
coolen,-0.0025352053,92
spaarne,0.03455653,92
ontwikkelingspsychologie,0.1053311,92
kelderbox,-0.03028477,92
casson,-0.012027763,92
collard,0.015641935,92
polygram,0.04737573,92
maisey,0.090747066,92
siggy,-0.08471286,92
lavelle,-0.06260003,92
bekeert,-0.032961734,92
medezeggenschap,0.028904341,92
opm,0.00085926615,92
bastardo,-0.09120755,92
babyloniërs,0.008527562,92
taxeerden,0.0040068775,92
disgenoot,0.099538215,92
oplaten,0.025956102,92
hogg,0.018649645,92
parklaan,0.03431523,92
functioneringsgesprek,0.027182527,92
halskraag,0.00094830804,92
weesp,0.04433845,92
wire,0.01834844,92
onroerendgoedbelasting,-0.05273802,92
bovenliggende,-0.018459743,92
opwind,-0.07433642,92
twiggley,0.028793124,92
werkpak,0.021207077,92
vitaler,0.037045658,92
peep,-0.03570995,92
chimera,0.15783176,92
cassano,0.02886282,92
radicalere,0.01131735,92
jean-samuel,-7.493701e-05,92
uterus,-0.00024596974,92
keyboards,0.10226317,92
ontwerpbureau,0.05935154,92
tobbes,-0.020526644,92
eetwaren,0.033246964,92
brosnan,0.026860118,92
ordnung,0.034239847,92
gudruns,-0.011042368,92
plaatijzer,-0.037361644,92
femkes,0.0055984184,92
hansop,0.031152312,92
michal,0.04261667,92
osdorp,0.07481125,92
mazzola,0.030559897,92
mensachtige,-0.004653096,92
geneerden,-0.036704425,92
beetle,0.0061350744,92
psychosomatisch,-0.10863232,92
ademautomaat,-0.015422026,92
lom,-0.014307413,92
portofoons,-0.030379716,92
holdens,-0.027666193,92
kellendonk,0.106037155,92
gospodin,0.021702334,92
fainéant,-0.010007551,92
dermots,-0.04257091,92
orval,0.1028941,92
gezindten,0.023411691,92
schoonselhof,-0.03632898,92
everts,0.09063293,92
moh,-0.10850841,92
pistorius,-0.14000475,92
pappas,0.066303134,92
vandenbroucke,-0.04061491,92
camberwell,0.046357855,92
slaapbarak,0.0055884635,92
banja,0.023926698,92
volksafgevaardigden,0.030536074,92
vastgeniet,-0.022901649,92
munitiedepot,-0.055078093,92
amersfoortse,0.0007654801,92
eskaders,0.017403755,92
mcclain,0.061877765,92
goele,-0.060544655,92
zheng,0.050910797,92
tasmin,-0.043936837,92
butz,-0.08504888,92
dymphna,-0.0094603915,92
observatiezaal,0.010688387,92
ruychaver,-0.117500335,92
memorystick,-0.03852892,92
hartleys,0.034229796,92
hrdy,0.031610183,92
selenes,-0.019894574,92
kitzinia,0.059681185,92
breukje,-0.03808383,92
eugenetica,0.011753023,92
filled,0.05580881,92
hanging,0.06229547,92
decimus,-0.052076116,92
aouda,0.035669275,92
chatelard,0.00070327614,92
lafferty,-0.054239508,92
steinbrenner,-0.018169854,92
sisi,-0.009271134,92
lockworth,0.06574541,92
freihof,-0.06939998,92
winteriaanse,-0.039992735,92
abekes,-0.059827194,92
dens,-0.0769213,92
reaches,0.078418165,92
steinman,0.104296505,92
scharführer,-0.06192225,92
courtin,-0.042363383,92
zoometeen,0.024107464,92
fairholme,0.059687957,92
kingsmede,0.116080284,92
macrofagen,-0.05561067,92
aqabi,0.07058751,92
eumaios,0.02229022,92
lessage,-0.106826104,92
esteva,0.039125446,92
lugo,-0.021620866,92
leijon,0.031828336,92
krilov,-0.05141608,92
dagur,0.023978848,92
lefteris,-0.013051083,92
rostova,-0.10392716,92
pietersz,-0.040672757,92
kocho,-0.0028993108,92
bóas,0.078904614,92
tripod,-0.1034547,92
apeldoornsche,-0.04198726,92
agnetta,-0.008619659,92
rätsepp,0.05463317,92
petquarters,0.030332882,92
bitterling,-0.007876836,92
interterra,0.0054506436,92
aysel,-0.00554075,92
ulbr,0.041134756,92
kongolo,-0.00884917,92
demonenmeester,-0.026066642,92
tamaku,-0.029365323,92
mastour,-0.041377462,92
sekretaire,0.10114935,92
zahrat,0.08343185,92
cousture,0.022760011,92
marchnight,-0.0017014612,92
nanther,0.051431064,92
aldis,-0.060087837,92
atlasgebouw,-0.0023952592,92
argrow,-0.0153430775,92
corbelle,-0.041764118,92
beyaart,-0.0011696517,92
ubol,-0.028803246,92
banovic,-0.094566464,92
experta,0.07067168,92
florinos,0.029818602,92
nørvig,-0.048707187,92
shebab,0.023582423,92
harmonicagaas,-0.05531761,91
winterjack,-0.009822623,91
acre,0.005488556,91
spioneert,-0.06340982,91
geplas,0.011227515,91
mondhygiëniste,-0.013852958,91
bewegingloosheid,-0.0033826977,91
schoolvriendje,0.025330083,91
goudlamé,0.110065594,91
nergenshuizen,0.0060784183,91
rotsrand,0.00021357927,91
opveegde,-0.061818205,91
kneuterig,0.044740796,91
huidtransplantaties,-0.048044067,91
grimmigs,0.021112477,91
blafje,0.032481413,91
directere,0.057164945,91
rijzweepje,0.02743308,91
dansnummer,0.12033342,91
ineenslaan,-0.034426756,91
ontkiemd,0.06605368,91
kietelende,0.069333464,91
kameraadschappelijkheid,0.06750589,91
glooide,0.10182072,91
moten,0.012448268,91
stofwolkjes,0.015653089,91
vampire,0.02338856,91
copieus,0.121321894,91
computercursus,0.026476735,91
canaletto,0.031144418,91
geschiet,-0.090937346,91
mountainbikes,-0.0020530298,91
wasstraat,-0.042497188,91
schelms,0.049285762,91
bijzin,0.032630317,91
sheet,0.035820693,91
mammy,0.00059463084,91
datje,-0.038172275,91
jr,-0.023418127,91
ladbroke,-0.09443213,91
víjf,-0.032164257,91
wam,0.024578737,91
hillman,0.025507938,91
metamorfosen,0.061544552,91
geboycot,-0.057845443,91
knakkers,-0.016548231,91
onderzoeksassistent,0.05446832,91
tristram,0.03537844,91
bruidsbed,0.034678824,91
jongske,0.023596976,91
halsspieren,0.014466049,91
schijterij,-0.07309872,91
vinnigheid,0.021288566,91
dichtgeritste,0.005325377,91
spinnenpoten,-0.02291986,91
kauri,0.058389068,91
strychnine,-0.030203365,91
isolerende,0.03912977,91
urgentere,-0.018004786,91
nikolaus,0.0061073527,91
oorlogsindustrie,0.036284015,91
abramovitsj,-0.0024329051,91
toekeerden,0.0012190761,91
nachtponnen,0.04224584,91
onnozeler,-0.021556135,91
bewoonbare,0.08661463,91
thuisgehouden,-0.025687762,91
heuvelruggen,0.089812696,91
14th,0.01817368,91
blakerende,0.0981181,91
entrez,0.04997129,91
transseksuelen,-0.0086475685,91
piemonte,0.060212877,91
melkschuim,0.08329614,91
vermogensbeheerder,0.05349545,91
midzomeravond,0.09717268,91
crimineels,-0.0031656632,91
winthrops,0.033189375,91
privégebruik,0.018434912,91
schuldenaren,-0.10914676,91
wegsleuren,-0.10445837,91
zigeunerachtige,0.16835395,91
weerkaatsende,0.07830809,91
oplosmiddel,-0.00015999377,91
opbieden,-0.041238908,91
onethische,-0.07678583,91
sectietafel,-0.018133566,91
overhoorde,0.08076405,91
etensgeur,0.10284372,91
bloemenvaas,0.010289386,91
cannelloni,0.089887716,91
ronddwalende,-0.05763326,91
overwinnend,-0.028568953,91
muziekpapier,0.048480544,91
waterkruik,0.005504282,91
overzij,-0.020790491,91
bezuipen,-0.061942972,91
wiekte,0.06418325,91
hakhout,0.026397504,91
modderwater,-0.027655765,91
ingedamd,-0.03439644,91
folianten,0.043590806,91
binten,-0.016374841,91
uitvreters,-0.081363335,91
weldadigheid,0.11485997,91
gestudeerde,0.033400036,91
ontbeerden,0.1147358,91
opdoemend,0.04065868,91
barricadeerde,-0.066435464,91
ingetypt,0.022780474,91
orioles,0.05549983,91
staatsloterij,0.0067798495,91
leegbloeden,-0.114707924,91
patria,0.056711204,91
toegooide,0.0053669624,91
schadevergoedingen,-0.126389,91
levendigs,0.0918693,91
gereedschapstas,-0.007939327,91
oplosbare,0.016235005,91
hoedster,0.098417014,91
tweeslachtig,0.014640927,91
erwtje,0.02949069,91
postbakje,-0.0091208145,91
stofgoud,0.095634,91
zwaksten,-0.08531568,91
stiefzusters,-0.05592395,91
vastzoog,-0.014233924,91
geornamenteerde,0.12889455,91
saam,0.038294915,91
treinwagons,-0.059367172,91
chroniqueur,0.0644818,91
uitwierp,0.0780193,91
eierpunch,0.024821132,91
klaaglied,0.08102724,91
audiënties,0.022075579,91
helmand,-0.03360905,91
geologe,0.0664488,91
crème-,0.15464868,91
absorberend,0.12234053,91
a12,0.049587898,91
breskens,0.07790409,91
ammonia,-0.063072935,91
blessuretijd,0.039036036,91
mendels,0.02558989,91
paasdagen,0.036922205,91
zermatt,0.09526064,91
behandelaars,-0.011731759,91
vijzelstraat,0.06588307,91
aegon,0.017591603,91
perrin,0.006749291,91
geldverslindende,-0.027609661,91
aanbond,-0.058746364,91
voortjagende,0.013546987,91
klimaten,0.07490168,91
privémoment,-0.042186327,91
onstoffelijk,0.07173987,91
tv-,0.05229069,91
expedition,0.02519292,91
bedroom,0.077401526,91
handzame,0.05961444,91
deduceren,0.08732393,91
antropologisch,0.064281106,91
bofkonten,0.0065617412,91
afglijdt,-0.030485168,91
ervaringsdeskundigen,0.009081904,91
naturalisme,0.11881545,91
manisch-depressieve,-0.075543374,91
vrijere,0.10512839,91
oranjegele,0.09342196,91
acqua,0.05989471,91
edict,0.0026137754,91
maltese,0.058401696,91
loesje,0.093493484,91
dantzig,0.06230071,91
aangroeiende,-0.05838791,91
smeermiddel,0.058682714,91
ihm,0.024956752,91
veiligheidsprocedures,0.06192698,91
zante,0.06604694,91
666,0.014453869,91
sacré-coeur,0.110374026,91
pretendeer,0.054345872,91
zenuwtoppen,0.043878727,91
emanuele,0.05225925,91
weggooi,0.011456627,91
roesjes,0.07203695,91
pling,0.044994175,91
stáán,0.003029544,91
superveel,0.09585928,91
flipperkasten,0.06529963,91
drieënveertigste,0.047776774,91
spreekuren,0.07151224,91
laryngoscoop,-0.035788916,91
strandkleding,0.09789046,91
int,-0.020617157,91
heren-wc,-0.005562462,91
versgeperste,0.08909157,91
snoertjes,-0.01501519,91
gokkasten,0.011938925,91
enkelholster,-0.06835558,91
openblijven,0.0022890791,91
chaya,0.061549637,91
wetteloze,-0.02263569,91
housewarmingparty,0.07663801,91
verwoording,0.087390296,91
paraffine,-0.04661461,91
doucheputje,-0.032649256,91
klankkleur,0.13942884,91
richtingaanwijzers,-0.02001059,91
uitstrekkende,0.06612399,91
b-weg,-0.013078451,91
aangereikte,0.023036795,91
voorbijgetrokken,-0.019598998,91
opgroef,-0.005362492,91
voorgebonden,-0.027697846,91
pornosites,-0.0043669157,91
plattelandsstadje,0.13050696,91
scheepvaartbedrijf,0.042999025,91
dearborn,0.037510958,91
vakantiecomplex,0.17281827,91
uitgestegen,0.052738957,91
franstaligen,0.0006780848,91
tuinschuurtje,-0.008547768,91
galanterie,0.12734477,91
schandaalpers,-0.025230251,91
video-opnames,-0.03873263,91
dartelt,0.038189918,91
waterpijpen,0.0083097,91
nsc,-0.048606694,91
officers,-0.030940214,91
voordringen,-0.066119306,91
epipen,-0.0044817994,91
honderdje,-0.012425506,91
streept,-0.0050838497,91
mangosap,0.04213047,91
vocaal,0.119788006,91
woonachtige,0.04690212,91
binken,-0.00873404,91
zakenreisjes,0.02803965,91
beperktheid,0.02803564,91
oecumenische,0.099898465,91
popperig,0.15647109,91
vreemdganger,-0.118007615,91
báás,0.04556664,91
opknapten,-0.073986374,91
symfonische,0.22004806,91
kippenpootje,-0.005765601,91
daidalos,-0.0010700971,91
oceaanbodem,-0.022180706,91
florentijns,0.10246813,91
winkeletalages,0.080843285,91
slagersjongen,0.022272173,91
paleisleven,0.01941628,91
stormvogel,0.03793876,91
gemaald,0.0019863155,91
schuimvlokken,-0.002476722,91
kloofjes,-0.024591323,91
zwartgeklede,-0.02527669,91
vignet,0.041492373,91
omarmend,0.1220711,91
uitspringende,0.059257563,91
voorspelen,0.06975107,91
tentstokken,-0.016501363,91
kennisoverdracht,0.11473253,91
struweel,0.083502,91
uitrukte,-0.07698625,91
rondcirkelden,0.020326264,91
metaligs,0.035573527,91
probleemjongeren,0.0866295,91
malbec,0.10159328,91
mavericks,0.013803277,91
paardenkoper,-0.062526524,91
pakketboot,0.03910373,91
chocoladecakejes,0.047403097,91
botervloot,-0.020921465,91
wegwerpartikel,-0.07748786,91
microchip,-0.018537601,91
somewhere,0.044557653,91
armsgaten,0.040125713,91
mellors,0.0008691028,91
fattoria,0.04711136,91
goedhart,-0.01989698,91
haarlint,0.09468055,91
onderwijsinstellingen,0.074014165,91
afschrijving,-0.024581648,91
slaaphouding,0.07036694,91
opsporings-,0.028294595,91
zaagmachine,-0.078116685,91
pacifisten,-0.064500056,91
kustgebied,0.06184807,91
danslerares,0.1032168,91
lucies,0.013701364,91
oplosbaar,-0.005522765,91
offensieve,0.01821322,91
juwelendoos,0.06520897,91
sportzender,0.040048406,91
esposa,0.087007746,91
loszit,-0.054060787,91
kwalificeerde,0.011549607,91
grimbarda,-0.007974356,91
antiklerikale,0.018964589,91
levensstijlen,0.059184328,91
verraderlijker,0.030023955,91
karamelkleurig,0.13902047,91
koophuis,0.08172057,91
parochies,0.0015510917,91
­,0.012780901,91
lachtranen,-0.07830718,91
bekoorlijker,0.04885876,91
nominaties,0.042733602,91
verzekeringskantoor,0.06284419,91
moslimvrouw,0.053459153,91
oostbloklanden,-0.0006501004,91
kawasaki,0.0077015497,91
middag-,0.023865111,91
geromantiseerde,0.042850234,91
hogendorp,-0.011473596,91
messe,0.07803597,91
kebon,0.050100885,91
lansberge,0.07505717,91
pleur,-0.04975424,91
computing,0.06534411,91
soldatenkistjes,-0.021745244,91
jupiters,-0.009970114,91
archangelsk,0.06527341,91
discrimineert,-0.088914394,91
ade,0.007699662,91
souteneur,-0.062336393,91
voorbijpraten,-0.0408362,91
bedplassen,-0.15748116,91
overheidssteun,0.0076864436,91
timmons,0.05624518,91
endlösung,-0.04939057,91
systematic,-0.0052448288,91
afstudeerscriptie,0.08054152,91
childhood,0.0022955984,91
beukenbomen,0.038020555,91
vulgairs,0.02334715,91
dansclub,0.12196581,91
bidstoel,0.0045647174,91
cathérine,0.04447366,91
citrusbomen,0.082065955,91
medan,0.030518174,91
bisschopswijn,0.09214316,91
prins-gemaal,0.018482402,91
voortgezette,0.032537274,91
margrete,0.06614882,91
reven,0.05328096,91
xxiii,0.038232367,91
voortrok,0.0029482618,91
kinderachtigs,-0.01307888,91
cineast,0.022541806,91
wapensmokkel,-0.18219395,91
peeble,0.027565537,91
aardkluiten,-0.06689228,91
brew,0.04305306,91
kwám,-0.0326884,91
koppelpraktijken,-0.032070227,91
binnenpret,0.022075385,91
geaarzel,-0.047817484,91
porseleinblauwe,0.06832411,91
syria,0.028821338,91
inlichtingen-,0.025292926,91
houssein,-0.07064348,91
long-term,0.022049796,91
oshkosh,0.01336662,91
uitgeklapte,-0.025815845,91
spang,-0.023943588,91
oogenblikken,0.056007423,91
dierenopvang,0.040113345,91
puntoren,-0.035897,91
dekschalen,0.08761018,91
voetbalvrouw,0.030935854,91
bedrijfsleiding,0.03728531,91
neksteun,-0.04865428,91
versteviging,0.056397945,91
gravity,0.0011309013,91
o'connor,0.027052505,91
diamantwijk,0.017493669,91
stopplaats,-0.0004758155,91
kills,-0.012071714,91
synthesizer,0.110144936,91
voetenbank,0.024167601,91
opdring,-0.06582387,91
opvattend,0.03269667,91
onderbuurman,0.049894527,91
catalanen,0.028091151,91
tuinarchitectuur,0.11092911,91
surveillanceteam,-0.053482648,91
slaapogen,-0.02042976,91
behoudsgezinde,-0.027271174,91
hondengevechten,-0.12149707,91
358,0.0071637407,91
338,0.04699995,91
ksst,-0.082565755,91
treesje,-0.0016312525,91
lagarde,-0.0076626763,91
escortmeisje,-0.055356305,91
surreële,0.095139466,91
natuurliefhebber,0.06222993,91
fold,-0.13568296,91
voorschip,0.004546659,91
lutheranen,0.012758762,91
uitvaardigde,-0.049795076,91
googelt,0.016871266,91
vríénden,-0.015729513,91
planetlords,0.018112944,91
verankering,0.063365445,91
lucht-,0.06273317,91
huurkoets,0.045097567,91
inges,-0.01433447,91
halstead,0.08124559,91
dorsen,-0.054453135,91
loopgravenoorlog,-0.065037146,91
rounds,-0.05125103,91
maribeth,0.07213147,91
gezoet,0.10477644,91
saif,0.0052216183,91
moerasmonster,-0.09878055,91
brittney,-0.033201925,91
watersnoodramp,-0.013987012,91
lerende,0.046967737,91
yano,0.020179473,91
achtervolgende,-0.085976124,91
tazeem,0.09587291,91
hemdjurkje,0.13481799,91
ernsts,-0.027834598,91
klinger,0.035256885,91
volkers,-0.007730074,91
wicker,0.06567632,91
austens,0.071545236,91
leominster,0.052726172,91
m11,-0.013574779,91
stimuleer,0.012342453,91
können,0.024469014,91
bediscussieerd,0.041205965,91
inches,0.02869863,91
smurfen,0.015718348,91
doezel,0.011359393,91
inspeelde,0.024124853,91
vleeseter,-0.030467212,91
opendraait,-0.03861736,91
lucella,-0.06371054,91
vredesproces,0.0041760877,91
buitenvrouw,0.061861254,91
gambia,0.015522249,91
childers,-0.03401327,91
computergenie,0.04402555,91
napster,-0.029145814,91
carteret,0.0630377,91
tereza,0.026096968,91
endemol,0.05617613,91
schraalhans,-0.005735874,91
lindemann,-0.0024761334,91
psoriasis,-0.07772902,91
lucyb,0.07247931,91
aartsen,0.079308964,91
herbie,0.058817234,91
rutland,0.045549084,91
jarne,-0.027689883,91
lhasa,0.01921093,91
rosine,0.043616477,91
snowboarder,0.04634895,91
coxson,0.0192958,91
waterboarding,-0.115782745,91
huffington,7.278286e-05,91
tartu,0.011146565,91
thobe,0.06874348,91
ilonka,-0.008235287,91
ter-akoemian,-0.011811608,91
oran,0.0512698,91
veronese,0.14420497,91
ntsb,-0.06179843,91
cassion,-0.00034958124,91
passe-partout,0.093913,91
smit-kroes,0.026105495,91
shamir,-0.08771934,91
amendementen,0.001596529,91
athas,0.0133767435,91
signori,0.086373344,91
inquisitor,-0.018753596,91
ronni,-0.0668812,91
lviv,0.03332322,91
vandenhove,0.03296215,91
ruffe,-0.040939208,91
kristi,0.033110123,91
dao,-0.022591256,91
jenni,0.003116157,91
demetrio,-0.04003407,91
mackensen,-0.01669259,91
hellers,-0.031316884,91
marie-france,0.019036565,91
lepidus,-0.011343509,91
vermaat,0.02754321,91
athanasius,-0.021645978,91
uncommon,0.050864227,91
butterpie,0.03786851,91
hawkings,-0.021552384,91
kraaijkamp,0.0021846034,91
cranmer,-0.024524886,91
fancon,0.098378286,91
vermeire,-0.013831308,91
lytle,0.015501007,91
skull,0.049991302,91
brookfield,0.073199324,91
duuf,-0.10260167,91
erdas,0.024822157,91
mulop,0.00762761,91
westfjorden,-0.03441563,91
jrg.,0.019988358,91
anas,-0.05974817,91
lanssens,-0.08539777,91
barthez,0.04753477,91
arche,0.10614384,91
templetons,-0.035863172,91
isaks,-0.09275752,91
haviland,0.024165927,91
nolet,-0.010908291,91
loxton,-0.00675115,91
hartmans,-0.051645886,91
soero,0.046927415,91
trollenraad,-0.036353722,91
thibaut,-0.00861245,91
bo-oranjestraat,-0.04972752,91
nxesi,-0.06903562,91
rayles,-0.05406905,91
shaah,0.060969926,91
celis,0.020602657,91
barsi,0.03725209,91
georgien,0.044896193,91
encolpius,0.007809967,91
kalvin,-0.042496197,91
crease,-0.12831274,91
mazeau,-0.12667397,91
coutances,-0.06554087,91
stillmans,0.0032304302,91
mary-rose,0.03756343,91
giannantonio,-0.029134255,91
frohmeyer,-0.09361359,91
jennett,0.019033708,91
rnc,0.0014531482,91
verfaille,-0.04813882,91
ainh,-0.0005762018,91
roetie,0.018818958,91
cronwall,-0.060404584,91
hjort,-0.09230425,91
karagjozi,0.073395155,91
zachaar,-0.06631461,91
chawcer,-0.08601626,91
hedwige,-0.062929034,91
bordelon,-0.0036969483,91
onka,-0.038539875,91
rosshimmel,-0.043238692,91
lièn-ying,0.0036177337,91
rockborn,-0.07141273,91
grønningen,-0.06847021,91
epinona,0.06951672,91
balstrom,0.0076719634,91
noéma,0.02621045,91
blantyre,-0.042893358,91
savalo,0.00052447617,91
capano,0.109701425,91
pabriks,0.005402351,91
thore,-0.014346048,91
forsblad,-0.08143029,91
hildegund,0.012667534,91
higekuro,0.042227443,91
fanthorpe,-0.030337475,91
bloedtests,-0.007894743,90
nekkraag,-0.025239034,90
persoonlijkste,0.06696392,90
steeksleutel,0.009074668,90
deinzend,-0.11514214,90
hotelketens,0.08860621,90
wederhelften,0.03995668,90
doorgeseind,-0.009142594,90
rugpand,0.019760711,90
reinigend,0.0837665,90
drinkgedrag,-0.03386443,90
claxonnerend,-0.067520946,90
onteerde,-0.10217009,90
omvergeduwd,-0.10410114,90
christies,-0.018805044,90
boetvaardig,-0.030281104,90
onderwerpregel,0.006029615,90
dansacademie,0.09071765,90
otje,-0.049355514,90
paardenkrachten,0.008142605,90
majestic,0.08754146,90
lacroix,0.10346921,90
satie,0.10494592,90
k-kan,-0.06817456,90
piëdestal,0.070302494,90
babyolie,0.028017009,90
screaming,0.085568115,90
insectenbeten,-0.14277463,90
duidelijkere,0.008311734,90
ouderloze,-0.05366804,90
ontstekers,-0.050932035,90
omspoeld,0.011792496,90
snapshots,0.03776946,90
gazetten,-0.05494624,90
kasparov,-0.01334551,90
pires,0.0777598,90
tandheelkunde,0.09093275,90
elliptische,0.104132086,90
telephone,0.0053090216,90
methodisten,-0.0016719699,90
fixit,0.019308135,90
precieus,0.10937147,90
naples,0.034608103,90
lefgozer,-0.028194897,90
voedende,0.110177636,90
karakterfout,-0.13196343,90
pffff,-0.048623167,90
rooksignalen,0.013089672,90
statigheid,0.1597252,90
weefden,0.06056948,90
tonsuur,0.058529094,90
lunchbox,0.104353204,90
flintertjes,0.0013031289,90
bespeurden,-0.013368998,90
wegsmolten,0.04863685,90
landschapsarchitectuur,0.13240708,90
parelhoen,0.07755792,90
watertoevoer,-0.027918134,90
hemelbedden,0.09125371,90
piëta,0.037763514,90
bergerac,0.0992786,90
afdankte,0.01607949,90
onheilstijding,0.044057444,90
wachthokje,-0.029271662,90
gewéten,-0.003564552,90
bankleuning,-0.03780356,90
feestnummer,0.077660464,90
lichtgouden,0.18430702,90
gezadelde,0.060593486,90
arbeidersbuurt,0.041632038,90
uitgetikt,-0.0023458488,90
gewichtigs,0.052919462,90
hanengevecht,0.014221482,90
livebeelden,0.02613733,90
vaktermen,0.0773099,90
grapjassen,-0.064175874,90
uitknijpen,-0.040701665,90
dissonanten,0.08389706,90
benenwagen,-0.008713609,90
herenfiets,0.012337956,90
glasfabriek,0.061895903,90
rakhal,0.061263427,90
zoekteam,-0.03847418,90
doorvoede,0.073593706,90
onnadrukkelijk,0.15269847,90
zaterdagmiddagen,0.079301104,90
afgietsels,-0.0044454113,90
reactief,0.0039115697,90
wedt,0.026861679,90
zwangerschapskleding,0.09832032,90
afmatten,-0.062236916,90
verhapstukken,-0.01383451,90
eigent,-0.042324647,90
bekwaamste,0.044192694,90
elektriciteitsleidingen,-0.09903503,90
vrijblijvends,0.050085958,90
weker,-0.034555614,90
afmakend,0.008155018,90
dovend,0.032577828,90
ouwen,0.045497715,90
toefde,0.106300406,90
verwaten,-0.06155266,90
toesnauwde,-0.08474382,90
jonges,-0.017821155,90
vroegmis,0.04222416,90
kaffers,-0.09007327,90
klee,0.05740654,90
bewijze,-0.006199535,90
verwijderende,-0.0420997,90
knobbeltjes,-0.00219566,90
aangewreven,-0.11959914,90
indommelen,0.03841404,90
stonde,0.013207845,90
verstar,-0.10744565,90
achterhoofden,-0.04508901,90
kabinetsleden,-0.004005518,90
noedelsoep,0.051308736,90
steenstraat,0.060876396,90
warum,0.014480196,90
straatverkoper,0.012553618,90
humanistisch,0.067534484,90
bardi,0.0016284436,90
kogelvis,-0.0380468,90
keukenhulpen,0.01355412,90
linguïstiek,0.10723936,90
zwartwit,0.059105612,90
welomschreven,0.08303553,90
reflection,0.11413263,90
puistige,-0.076012835,90
schadeclaims,-0.15432173,90
brandgeur,-0.043139737,90
wegkwijnt,-0.06615818,90
rondstrooit,-0.09657182,90
beschouwende,0.05825395,90
studentenbeweging,0.0135870725,90
clichébeeld,-0.0032966584,90
zorgenkind,0.016725957,90
documentatiecentrum,0.046167657,90
ruigheid,0.13159347,90
osmose,0.021869615,90
onhaalbare,0.054218117,90
gaelle,0.10983398,90
z-ze,-0.048032798,90
maintenant,0.03937537,90
rolts,-0.09614691,90
weifelachtig,0.0024492666,90
sufheid,-0.054969043,90
vaagste,0.02954337,90
computergestuurde,0.03386143,90
wegbranden,-0.039123084,90
justitieel,-0.040879168,90
rundvee,0.03233269,90
beboet,-0.100714006,90
16de,0.023821212,90
casestudy,0.05670913,90
gecertificeerd,0.025404267,90
overhoord,0.008617986,90
geknecht,-0.039425224,90
internetbedrijven,0.051417857,90
directievoorzitter,0.029869229,90
wetswijziging,-0.027417544,90
goedkeurden,-0.027405899,90
zelfverrijking,-0.060082808,90
komkommersandwiches,0.09945938,90
vurenhout,0.0101328045,90
clicquot,0.08450184,90
holletjes,-0.007444583,90
morpheus,0.07470045,90
structureren,0.07796788,90
ir,0.030745666,90
rekenkundige,0.053638108,90
tolkien,0.10606701,90
levensveranderende,0.048712704,90
duikboten,0.00045405328,90
schrijfproces,0.06016521,90
boekenmarkt,0.06683025,90
onplezierigs,0.02275408,90
hinault,0.0052798763,90
carbon,0.016302798,90
aerodynamische,0.10210726,90
zwakt,-0.00088539533,90
slapjanussen,-0.08507404,90
witness,0.018081725,90
buitenactiviteiten,0.036988743,90
vereenzaming,0.021244913,90
hanssen,-0.007369862,90
15de,0.010134941,90
hooggehouden,0.06091433,90
theatervoorstellingen,0.11272523,90
tijgerkat,0.042976975,90
vulcanus,0.054153398,90
hofmeesters,0.05726154,90
mingus,0.04018335,90
afrokapsel,0.11844538,90
drugdealers,-0.1326095,90
beursberichten,0.06290683,90
mestvork,-0.04582893,90
ronddreef,0.024713263,90
visscher,0.025189169,90
toegangsprijs,0.0647591,90
fondue,0.07032268,90
nagezocht,0.033858765,90
stenig,-0.015428882,90
luisterboek,0.08225603,90
toegegooid,-0.030819358,90
bruintje,0.01027514,90
verjaart,-0.191181,90
notitieboeken,0.03134758,90
362,0.009547181,90
ongecoördineerde,-0.022999637,90
aftikken,0.02000332,90
tepeltjes,0.10300842,90
